Region,City,Year,CAP,DGO,GAS,HSO,HSW,HFO,KJF,LPG,LSO,LSW,MSO,MSW,NAP,Configuration
ANZ,Altona,2005,78,23.4,33.1,0,0,2.2,10.8,3.1,0,70,5,0,1,Config_11
ANZ,Altona,2006,78,19,27.5,0,0,1.9,9.9,3.5,0,62,3,0,1.3,Config_11
ANZ,Altona,2007,78,15.9,31.9,0,0,1.4,10.1,3.7,0,62,3,0,0.9,Config_11
ANZ,Altona,2008,78,18.3,32.1,0,0,1.6,10,3.8,2,64,1,0,1.2,Config_11
ANZ,Altona,2009,78,18.5,32,0,0,1.2,10.4,3.7,5,61,1,0,0.9,Config_11
ANZ,Altona,2010,78,17.8,31.5,0,0,1.1,10.2,3.5,5,60,0,0,0.8,Config_11
ANZ,Altona,2011,78,19.5,30.4,0,0,0.9,10,3.4,10,55,0,0,0.7,Config_11
ANZ,Altona,2012,78,19.8,30.2,0,0,1.6,10.8,3.4,10,57,0,0,0.6,Config_11
ANZ,Altona,2013,78,23.7,33,0,0,0.8,12.4,3.7,15,60,0,0,0.5,Config_11
ANZ,Altona,2014,78,21.7,30.3,0,0,0.7,11.2,2.9,12,56,0,0,0.5,Config_11
ANZ,Altona,2015,78,20.5,32.5,0,0,0.4,10.6,2.9,12,55,0,0,0,Config_11
ANZ,Altona,2016,78,23.83898,38.04545,0,0,0.5200291,12.321,2.662418,12,66,0,0,0,Config_11
ANZ,Altona,2017,83.0000005,23.83898,38.04545,0,0,0.5200291,12.321,2.662418,12,66,0,0,0,Config_11
ANZ,Altona,2018,88.000001,25.97837,41.45979,0,0,0.5666984,13.42673,2.901352,0,85,0,0,0,Config_11
ANZ,Altona,2019,88.000001,25.36712,40.48426,0,0,0.5533643,13.1108,2.833085,0,83,0,0,0,Config_11
ANZ,Altona,2020,88.000001,,,0,0,,,,6,66,0,0,,Config_11
ANZ,Bonython,2005,25,2.2,4,0,0,0,1.4999999,0.9,0,10,0,0,1.3999999,Config_0
ANZ,Bonython,2006,25,1.9,4.1999998,0,0,0,1.6,0.9999999,0,10,0,0,1.3999999,Config_0
ANZ,Bonython,2007,25,2.2,3.9000001,0,0,0,1.4999999,0.9999999,0,10,0,0,1.3999999,Config_0
ANZ,Bonython,2008,25,2.2,3.9000001,0,0,0,1.4999999,0.9999999,0,10,0,0,1.3999999,Config_0
ANZ,Bonython,2009,25,2.2,3.9000001,0,0,0,1.4999999,0.9999999,0,10,0,0,1.3999999,Config_0
ANZ,Bonython,2010,25,2.2,3.9000001,0,0,0,1.6,0.9999999,0,10,0,0,1.3999999,Config_0
ANZ,Bonython,2011,25,2.3,3.8,0,0,0,1.6,0.9999999,0,10,0,0,1.3999999,Config_0
ANZ,Bonython,2012,25,2,3.9000001,0,0,0,1.7,0.9999999,0,10,0,0,1.3999999,Config_0
ANZ,Bonython,2013,25,2.1,3.9000001,0,0,0,1.6,0.9999999,0,10,0,0,1.3999999,Config_0
ANZ,Bonython,2014,25,2.2,3.9000001,0,0,0,1.6,0.9999999,0,10,0,0,1.3999999,Config_0
ANZ,Bonython,2015,25,2.2,3.9000001,0,0,0,1.6,0.9999999,0,10,0,0,1.3999999,Config_0
ANZ,Bonython,2016,25,2.2668376,4.0716384,0,0,0,1.6,0.9999999,0,10,0,0,1.3999999,Config_0
ANZ,Bonython,2017,25,2.255,3.98,0,0,0,1.6,0.9999999,0,10,0,0,1.3999999,Config_0
ANZ,Bonython,2018,25,2.257913,3.97,0,0,0,1.6,0.972,0,10,0,0,1.3999999,Config_0
ANZ,Bonython,2019,25,2.22782,3.9681485,0,0,0,1.6501954,1.035282,0,10,0,0,1.378989,Config_0
ANZ,Bonython,2020,25,,,0,0,,,,0,10,0,0,,Config_0
ANZ,Bulwer Island,2005,88,31.1,33.4,0,0,1.7,11.5,3.2,2,72,6,0,0.4,Config_18
ANZ,Bulwer Island,2006,88,30.8,33.9,0,0,1.8,12.4,3.7,5,73,4,0,0.6,Config_18
ANZ,Bulwer Island,2007,95.5,31.2,31.6,0,0,1.2,12.4,3.9,10,67,3,0,0.7,Config_18
ANZ,Bulwer Island,2008,95,32.7,29.2,0,0,1.2,11.7,4.1,11,67,0,0,1.1,Config_18
ANZ,Bulwer Island,2009,94,34.6,32.4,0,0,0.9,13.1,4,16,68,0,0,0.7,Config_18
ANZ,Bulwer Island,2010,94,33.8,31.7,0,0,0.8,12.9,3.7,16,66,0,0,0.5,Config_18
ANZ,Bulwer Island,2011,94,34.7,30.1,0,0,2.1,12.6,3.5,25,53,0,4,0.4,Config_18
ANZ,Bulwer Island,2012,94,34.8,28.2,0,0,1.4,12.9,3.6,15,60,0,5,0.4,Config_18
ANZ,Bulwer Island,2013,94,35.8,28.5,0,0,0.9,13.3,3.3,15,60,0,5,0.3,Config_18
ANZ,Bulwer Island,2014,94,34.1,26.8,0,0,1,12.3,2.9,15,55,0,5,0.2,Config_18
ANZ,Bulwer Island,2015,23.5,15.5,12.9,0,0,1,5.6,1.1,8,27,0,0,0,Config_18
ANZ,Clyde,2005,85,25.49932,39.79893,0,0,2.399936,11.79968,1.699955,0,73.91781,8,0,0.3999893,Config_11
ANZ,Clyde,2006,85,24.20053,39.50085,0,0,2.500054,12.50027,2.400052,5,72.19178,5,0,0.7000151,Config_11
ANZ,Clyde,2007,85,15,35.6,0,0,1.7,16.2,2.3,10,59,3,0,0.2,Config_11
ANZ,Clyde,2008,85,8.3,19.5,0,0,1.1,11.7,2.1,9,36,0,0,0.6,Config_11
ANZ,Clyde,2009,85,13.1,27.6,0,0,1,14.3,2.4,6,54,0,0,0.4,Config_11
ANZ,Clyde,2010,85,16.9,35.3,0,0,1.3,16.3,2.1,6,66,0,0,0.2,Config_11
ANZ,Clyde,2011,85,19.5,34.8,0,0,0.6,16.5,3,10,62,0,3,0.2,Config_11
ANZ,Clyde,2012,42.5,11.7,20.1,0,0,0.8,10.3,1.7,5,36,0,4,0.09999999,Config_11
ANZ,Eromanga,2005,1.425,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
ANZ,Eromanga,2006,1.425,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
ANZ,Eromanga,2007,1.425,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
ANZ,Eromanga,2008,1.425,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
ANZ,Eromanga,2009,1.425,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
ANZ,Eromanga,2010,1.425,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
ANZ,Eromanga,2011,1.425,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
ANZ,Eromanga,2012,1.425,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
ANZ,Eromanga,2013,1.425,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
ANZ,Eromanga,2014,1.425,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
ANZ,Eromanga,2015,1.425,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
ANZ,Eromanga,2016,1.425,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
ANZ,Eromanga,2017,1.425,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
ANZ,Eromanga,2018,1.425,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
ANZ,Eromanga,2019,1.425,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
ANZ,Eromanga,2020,1.425,,,0,0,,,,0,0,0,0,,Config_0
ANZ,Geelong,2005,109.999999,31.59995,48.39994,0,0,2.899996,14.59998,2.399997,2,91.36986,8,0,0.699999,Config_6
ANZ,Geelong,2006,109.999999,30.79988,49.8998,0,0,3.099988,15.79994,2.999988,5,94.10959,5,0,0.999996,Config_6
ANZ,Geelong,2007,109.999999,26,45.8,0,0,2.1,14.4,3.2,9,81,3,0,0.5,Config_6
ANZ,Geelong,2008,109.999999,30.1,47.8,0,0,2.4,15,3.4,8,89,3,0,0.9,Config_6
ANZ,Geelong,2009,113.9999995,24.1,36.4,0,0,1.5,12.5,3,14,62,4,0,0.5,Config_6
ANZ,Geelong,2010,118,28.6,45.3,0,0,1.9,14.7,2.5,12,71,2,9,0.09999999,Config_6
ANZ,Geelong,2011,118,32.7,45.2,0,0,1.5,15.3,4,20,64,1,15,0.2,Config_6
ANZ,Geelong,2012,118,32.8,44.3,0,0,2.5,16.2,3.7,10,72,2,16,0.09999999,Config_6
ANZ,Geelong,2013,118,33.8,44.2,0,0,1.9,16.6,3.4,15,70,0,15,0,Config_6
ANZ,Geelong,2014,118,34.6,45.2,0,0,2,16.4,2.8,13,72,0,15,0,Config_6
ANZ,Geelong,2015,118,34,46.8,0,0,2,15.9,2.3,13,77,0,10,0,Config_6
ANZ,Geelong,2016,118,34.31167,48.54646,0,0,2.1,15.4,2.3,15,75,0,10,0,Config_6
ANZ,Geelong,2017,118,32.7947,48.4,0,0,1.5022,15.4,2.3,13,77,0,10,0,Config_6
ANZ,Geelong,2018,118,41.21645,58.2,0,0,1.886518,19.2,3.276605,10,110,0,0,0.7452883,Config_6
ANZ,Geelong,2019,118,38.85196,54.90013,0,0,2.702153,19.00235,2.864329,0,115,0,0,0.7030495,Config_6
ANZ,Geelong,2020,118,,,0,0,,,,7,93,0,5,,Config_6
ANZ,Kurnell,2005,125,31.8,49.4,0,0,3.1,15,2.3,2,92,10,0,0.5,Config_11
ANZ,Kurnell,2006,125,32.9,53.9,0,0,3.4,17.3,3.2,5,105,4,0,0.9,Config_11
ANZ,Kurnell,2007,125,30,64,0,0,2.7,15,3.2,10,103,3,0,0.7,Config_11
ANZ,Kurnell,2008,125,29.5,56.3,0,0,2.6,12.9,3.4,7,96,3,0,1.3,Config_11
ANZ,Kurnell,2009,125,31.6,59.2,0,0,2.1,14.4,3.3,12,96,4,0,0.8,Config_11
ANZ,Kurnell,2010,125,29.7,57,0,0,2.1,13.6,2.5,12,84,2,8,0.4,Config_11
ANZ,Kurnell,2011,125,29,50.2,0,0,1,11.7,2.2,20,64,0,12,0.4,Config_11
ANZ,Kurnell,2012,125,32.6,58.3,0,0,0.7,14.5,2.6,15,80,0,13,0.19999998,Config_11
ANZ,Kurnell,2013,125,30.7,60.7,0,0,2,15.6,2.7,15,87,0,10,0.1,Config_11
ANZ,Kurnell,2014,93.75,18.2,37.3,0,0,0.6,8.4,1.7,5,52,0,10,0.19999998,Config_11
ANZ,Kwinana,2005,138,36.2,56.9,0,0,3.5,16.9,2.8,2,109,6,0,0.5,Config_6
ANZ,Kwinana,2006,138,32.5,53.6,0,0,3.4,16.8,3.3,5,102,4,0,0.9,Config_6
ANZ,Kwinana,2007,138,38.9,61.3,0,0,5.3,14.9,5.6,9,117,2,0,0.4,Config_6
ANZ,Kwinana,2008,139.5,38.6,53.2,0,0,4.7,12.5,5.3,9,108,0,0,1,Config_6
ANZ,Kwinana,2009,140,39.1,54.6,0,0,5.5,13.7,5.2,11,106,3,0,0.5,Config_6
ANZ,Kwinana,2010,140,37,52.4,0,0,5.3,12.9,4.4,14,99,1,0,0.2,Config_6
ANZ,Kwinana,2011,140,41.7,54,0,0,7.9,13.7,5.7,21,99,1,4,0.2,Config_6
ANZ,Kwinana,2012,140,38.3,47.1,0,0,7.4,13.1,4.6,15,92,1,5,0.09999999,Config_6
ANZ,Kwinana,2013,140,43.1,53.1,0,0,7.1,15.5,5.3,20,100,0,5,0,Config_6
ANZ,Kwinana,2014,140,42.8,53,0,0,8.3,14.9,4.7,20,94,0,10,0,Config_6
ANZ,Kwinana,2015,140,45.3,60.9,0,0,7.7,16.4,5.5,20,107,0,8,0,Config_6
ANZ,Kwinana,2016,140,47.80966,66.60784,0,0,8.5,17,5.3,27,108,0,8,0,Config_6
ANZ,Kwinana,2017,140,44.088,61.1424,0,0,5.651133,15.7,4.9,24,98,0,10,0,Config_6
ANZ,Kwinana,2018,140,50.13432,68.4,0,0,6.991907,19.11202,5.489882,10,140,0,0,0,Config_6
ANZ,Kwinana,2019,140,47.795,66.0881,0,0,5.239438,19.07454,5.664305,0,145,0,0,-5.03E-16,Config_6
ANZ,Kwinana,2020,140,,,0,0,,,,12,108,0,5,,Config_6
ANZ,Lytton,2005,105.5,26,39.5,0,0,2.5,11.8,2.1,0,77,0,5,0.6,Config_4
ANZ,Lytton,2006,105.5,25,40.1,0,0,3,12.7,2.7,5,79,0,0,0.9,Config_4
ANZ,Lytton,2007,105.5,28.9,39.8,0,0,2.5,13.7,3.3,5,81,0,2,0.5,Config_4
ANZ,Lytton,2008,105.5,28.3,34.1,0,0,2.4,12,3,5,75,0,0,0.8,Config_4
ANZ,Lytton,2009,105.5,28.4,33.9,0,0,2.4,12.5,3,8,72,0,0,0.5,Config_4
ANZ,Lytton,2010,105.5,28.2,34.4,0,0,2.4,12.5,2.7,8,72,0,0,0.3,Config_4
ANZ,Lytton,2011,105.5,31.3,35,0,0,3,13.2,3.7,15,67,0,4,0.4,Config_4
ANZ,Lytton,2012,105.5,33.8,36.6,0,0,2.9,14.9,4,10,77,0,5,0.3,Config_4
ANZ,Lytton,2013,105.5,33.3,35.6,0,0,2.1,14.6,3.4,12,71,0,5,0.09999999,Config_4
ANZ,Lytton,2014,105.5,38,41.8,0,0,1.8,16.4,4.1,12,83,0,5,0.09999999,Config_4
ANZ,Lytton,2015,105.5,33.9,40.1,0,0,1,14.4,3.3,12,74,0,5,0,Config_4
ANZ,Lytton,2016,105.5,40.08181,49.17287,0,0,1.5,16.6,3.9,16,83,0,9,0,Config_4
ANZ,Lytton,2017,105.5,38.01427,45.67318,0,0,1.073,16.4,3.8,14,78,0,15,0,Config_4
ANZ,Lytton,2018,105.5,44.71494,48.89108,0,0,1.367725,19.81104,4.961759,15,105,0,0,1.044797,Config_4
ANZ,Lytton,2019,105.5,43.98048,47.66783,0,0,2.917344,20.43256,4.592229,0,120,0,0,1.029117,Config_4
ANZ,Lytton,2020,105.5,,,0,0,,,,7,57,0,6,,Config_4
ANZ,New Plymouth,2005,27,5.5,9.5,0,0,0,3.8,2.2,0,24.3,0,0,3.3,Config_0
ANZ,New Plymouth,2006,27,5.5,9.5,0,0,0,3.8,2.2,0,24.3,0,0,3.3,Config_0
ANZ,New Plymouth,2007,27,5.5,9.5,0,0,0,3.8,2.2,0,24.3,0,0,3.3,Config_0
ANZ,New Plymouth,2008,27,5.5,9.5,0,0,0,3.8,2.2,0,24.3,0,0,3.3,Config_0
ANZ,New Plymouth,2009,27,5.5,9.5,0,0,0,3.8,2.2,0,24.3,0,0,3.3,Config_0
ANZ,New Plymouth,2010,27,5.4,9.4,0,0,0,3.7,2.2,0,24,0,0,3.2,Config_0
ANZ,New Plymouth,2011,27,6.8,11.8,0,0,0,4.7,2.7,0,30,0,0,4,Config_0
ANZ,New Plymouth,2012,27,6.8,11.8,0,0,0,4.7,2.7,0,30,0,0,4,Config_0
ANZ,New Plymouth,2013,27,6.6,11.4,0,0,0,4.5,2.6,0,29,0,0,3.9,Config_0
ANZ,New Plymouth,2014,27,6.6,11.4,0,0,0,4.5,2.6,0,29,0,0,3.9,Config_0
ANZ,New Plymouth,2015,27,6.4,11,0,0,0,4.3,2.5,0,28,0,0,3.8,Config_0
ANZ,New Plymouth,2016,27,6.1,10.6,0,0,0,4.2,2.4,0,27,0,0,3.6,Config_0
ANZ,New Plymouth,2017,27,5.9210629,10.259253,0,0,0,4.7642983,2.4,0,27,0,0,3.6,Config_0
ANZ,New Plymouth,2018,27,5.9340583,10.448832,0,0,0,4.815917,2.4030005,0,27,0,0,3.5909995,Config_0
ANZ,New Plymouth,2019,27,5.9969806,10.324385,0,0,0,4.6266124,2.44304,0,27,0,0,3.6973442,Config_0
ANZ,New Plymouth,2020,27,,,0,0,,,,0,27,0,0,,Config_0
ANZ,Whangarei,2005,104.200001,35.9,35.999999,0,0,8.3,19.7,1.8,10,48.000001,38.999999,0,0,Config_10
ANZ,Whangarei,2006,106.700001,35.5,34.5,0,0,6.6,19.6,1.8,6,41,49,0,0,Config_10
ANZ,Whangarei,2007,106.700001,35.999999,35.3,0,0,7.4,19.3,1.8,13,42,41,0,0,Config_10
ANZ,Whangarei,2008,106.700001,36.799998,37.2,0,0,9.3,20.4,1.8,8,48.000001,45.999999,0,0,Config_10
ANZ,Whangarei,2009,106.700001,35.3,34.599998,0,0,10.1,19.6,1.9,14.5,45.799998,37.7,0,0,Config_10
ANZ,Whangarei,2010,120.7,39.599998,33.900002,0,0,7,22.7,2,16.5,45.599998,40.900001,0,0,Config_10
ANZ,Whangarei,2011,134.699999,40.499999,33.3,0,0,11.1,24.399999,2,19,42,49.699999,0,0,Config_10
ANZ,Whangarei,2012,134.699999,44,33.799999,0,0,10.1,23.899999,2,4.9999999,57.999999,50,0,0,Config_10
ANZ,Whangarei,2013,134.699999,42.5,33.7,0,0,10.1,22.5,2,29.999999,42,37.999999,0,0,Config_10
ANZ,Whangarei,2014,134.699999,41.799997,32.299998,0,0,9.8999999,22.8,1.9,27,45.999999,34.999999,0,0,Config_10
ANZ,Whangarei,2015,134.699999,45.700001,36.199999,0,0,9,25.1,2.1,27,52.999999,37,0,0,Config_10
ANZ,Whangarei,2016,134.699999,43.099999,37.2,0,0,8.6,27,2.1,46.999998,32.999999,37,0,0,Config_10
ANZ,Whangarei,2017,134.699999,40.405429,34.448954,0,0,8.8709838,28.732624,2.0282049,75.999999,25.999999,11,0,0,Config_10
ANZ,Whangarei,2018,134.699999,38.853939,33.830416,0,0,8.6636601,28.489341,1.9896845,70.260001,30.68493,9,0,0,Config_10
ANZ,Whangarei,2019,134.699999,41.863651,35.703555,0,0,9.839297,29.274516,2.1803175,75.536879,33.301398,8.2980421,0,0.082229876,Config_10
ANZ,Whangarei,2020,134.699999,,,0,0,,,,48.000001,27,7,0,,Config_10
ANZ,Port Moresby,2005,28,10.898585,1.1998442,0,0,1.2998313,2.099727,0,0,23.117,0,0,7.199065,Config_0
ANZ,Port Moresby,2006,28,8.9018,1.0002021,0,0,1.4002831,1.8003639,0,0,19.784,0,0,6.401294,Config_0
ANZ,Port Moresby,2007,28,9.2,1.3,0,0,1.7,1.8,0,0,19.68,0,0,5.2,Config_0
ANZ,Port Moresby,2008,28,10.201852,1.300236,0,0,2.2003997,2.0003631,0,0,22.034,0,0,6.00109,Config_0
ANZ,Port Moresby,2009,28,10.097614,0.799811,0,0,1.7995745,1.6995984,0,0,21.155,0,0,6.298511,Config_0
ANZ,Port Moresby,2010,28,8.9,0.8,0,0,1.7,1.8,0,0,18.999999,0,0,5.4,Config_0
ANZ,Port Moresby,2011,28,8.9,0.9,0,0,1.8,1.8999999,0,0,18.999999,0,0,5,Config_0
ANZ,Port Moresby,2012,28,9.9,1.1,0,0,1.8,1.8999999,-0.1,0,21,0,0,6,Config_0
ANZ,Port Moresby,2013,28,14.1,4,0,0,3.2000001,2.3,-0.2,0,25,0,0,1.3,Config_0
ANZ,Port Moresby,2014,28,12.4,3.5,0,0,2.8,2,-0.2,0,22,0,0,1.1,Config_0
ANZ,Port Moresby,2015,28,6.7,1.8999999,0,0,1.5,1.1,-0.1,0,12,0,0,0.6,Config_0
ANZ,Port Moresby,2016,28,15.7,4.5,0,0,3.6,2.5,-0.2,0,28,0,0,1.4,Config_0
ANZ,Port Moresby,2017,28,14.1,4,0,0,3.2000001,2.3,-0.2,0,25,0,0,1.3,Config_0
ANZ,Port Moresby,2018,28,14.664,4.16,0,0,3.328,2.392,-0.208,0,26,0,0,1.352,Config_0
ANZ,Port Moresby,2019,28,14.664,4.16,0,0,3.328,2.392,-0.208,0,26,0,0,1.352,Config_0
ANZ,Port Moresby,2020,28,,,0,0,,,,0,26.999999,0,0,,Config_0
Africa,Adrar,2007,12,2.5,1.5,0,0,0.7,0.4,0.8,0,7,0,0,1.1,Config_11
Africa,Adrar,2008,12,2.9,1.7,0,0,0.1,0.3,0.8,0,7,0,0,1,Config_11
Africa,Adrar,2009,12,2.8013516,1.5007243,0,0,0.20009657,0.30014486,0.8003863,0,6.543158,0,0,0.9004346,Config_11
Africa,Adrar,2010,12,1.8,0.9,0,0,0.1,0.3,0.6,0,4,0,0,0.3,Config_11
Africa,Adrar,2011,6,0.9,0.4,0,0,0.1,0.1,0.3,0,2,0,0,0.2,Config_11
Africa,Adrar,2013,12,1.3,0.7,0,0,0.1,0.1,0.4,0,3,0,0,0.3,Config_11
Africa,Adrar,2014,12,1.3,0.7,0,0,0.1,0.1,0.4,0,3,0,0,0.3,Config_11
Africa,Adrar,2015,12,1.3,0.7,0,0,0.1,0.1,0.4,0,3,0,0,0.3,Config_11
Africa,Adrar,2016,12,3.466667,1.866667,0,0,0.2666667,0.2666667,1.0666667,0,8,0,0,0.8,Config_11
Africa,Adrar,2017,12,2.6754959,1.4,0,0,0.18134859,0.24426888,0.8,0,6,0,0,0.6,Config_11
Africa,Adrar,2018,12,2.5968986,1.5206773,0,0,0.17758314,0.22083814,0.7967753,0,6,0,0,0.5953527,Config_11
Africa,Adrar,2019,12,3.462531,2.0275701,0,0,0.23677755,0.29445085,1.0623669,0,8,0,0,0.7938036,Config_11
Africa,Adrar,2020,12,,,0,0,,,,0,7,0,0,,Config_11
Africa,Algiers,2005,57.9,14.80083,6.100343,0,0,11.20063,3.100174,3.000168,0,48.68273,0,0,9.300523,Config_0
Africa,Algiers,2006,57.9,16.09951,6.699797,0,0,12.39962,2.499924,2.799915,0,51.79843,0,0,9.8997,Config_0
Africa,Algiers,2007,57.9,15.6,5.2,0,0,11.8,2.8,2.8,0,50,0,0,10.5,Config_0
Africa,Algiers,2008,57.9,18.9,7.8,0,0,13.5,2.8,2.6,0,58,0,0,11.1,Config_0
Africa,Algiers,2009,57.9,18.40161,6.700585,0,0,12.6011,2.500218,2.600227,0,54.21474,0,0,10.10088,Config_0
Africa,Algiers,2010,57.9,15.50086,6.900384,0,0,11.70065,3.000167,2.500139,0,47.13263,0,0,6.300352,Config_0
Africa,Algiers,2011,57.9,15.10052,6.300217,0,0,11.30039,2.600089,2.300079,0,45.91158,0,0,7.000241,Config_0
Africa,Algiers,2012,57.9,16.2,7.1,0,0,11.7,2,2.4,0,48,0,0,7.4,Config_0
Africa,Algiers,2013,57.9,15.1,6.6,0,0,11.2,2.1,2.3,0,46,0,0,7.4,Config_0
Africa,Algiers,2014,54.9,17.9,8.1,0,0,13.2,2.5,3,0,55,0,0,8.7,Config_0
Africa,Algiers,2015,53.9,17.1,7.2,0,0,13,2.3,2.9,0,52,0,0,8.4,Config_0
Africa,Algiers,2016,53.9,17.23704,6.740741,0,0,13.38519,2.311111,2.792592,0,52,0,0,7.607408,Config_0
Africa,Algiers,2017,53.9,19.94591,7.663076,0,0,13.69252,3.303267,3.155385,0,58.6,0,0,8.564615,Config_0
Africa,Algiers,2018,53.9,20.65378,8.801394,0,0,13.75783,2.968518,3.185902,0,59,0,0,8.024,Config_0
Africa,Algiers,2019,58.9,9.748499,4.161187,0,0,6.417617,1.408486,1.50254,0,28,0,0,3.962214,Config_0
Africa,Algiers,2020,73.9,,,0,0,,,,0,58,0,0,,Config_0
Africa,Arzew,2005,50,13.10011,4.600039,0,0,6.400054,2.700023,2.500021,0,37.04036,5,0,7.00006,Config_1
Africa,Arzew,2006,50,14.3003,5.200109,0,0,7.500158,2.200046,2.300048,0,39.73094,5,0,7.500158,Config_1
Africa,Arzew,2007,50,14.4,4.2,0,0,7.4,2.5,2.3,0,40,5,0,8.4,Config_1
Africa,Arzew,2008,50,16.7,6,0,0,8.4,2.4,2.2,0,45,5,0,8.7,Config_1
Africa,Arzew,2009,50,16.19891,5.199648,0,0,7.599486,2.199851,2.099858,0,41.73684,5,0,7.799472,Config_1
Africa,Arzew,2010,50,14.50056,5.40021,0,0,8.700337,2.600101,2.000078,0,35.63158,5,0,4.400171,Config_1
Africa,Arzew,2011,50,14.19962,4.899869,0,0,11.69969,2.299939,1.899949,0,34.57895,5,0,1.699955,Config_1
Africa,Arzew,2012,80,18.3,11.2,0,0,4.1,1.6,4.1,0,35,5,0,0,Config_11
Africa,Arzew,2013,80,18,11.3,0,0,4,1.8,4.1,0,35,5,0,0,Config_11
Africa,Arzew,2014,80,17.8,11.1,0,0,3.8,1.8,4.3,0,35,5,0,0,Config_11
Africa,Arzew,2015,80,18,10.9,0,0,4.1,1.8,4.4,0,35,5,0,0,Config_11
Africa,Arzew,2016,80,22.95,12.6225,0,0,5.7375,2.295,5.61,0,46,5,0,0,Config_11
Africa,Arzew,2017,80,30.09933,16.0875,0,0,6.630559,3.572433,7.15,0,60,5,0,0,Config_11
Africa,Arzew,2018,80,31.91013,17.755,0,0,6.803359,3.453249,7.393628,0,62,5,0,0.0077537,Config_11
Africa,Arzew,2019,80,37.89676,21.11043,0,0,8.035356,4.114837,8.767839,0,75,5,0,-0.01207034,Config_11
Africa,Arzew,2020,80,,,0,0,,,,0,76,5,0,,Config_11
Africa,Hassi Messaoud,2005,22,7.19899,2.699621,0,0,5.399242,1.499789,1.099846,0,23.62668,0,0,5.399242,Config_0
Africa,Hassi Messaoud,2006,22,7.799624,2.999856,0,0,5.999711,1.199942,0.9999518,0,25.13879,0,0,5.699725,Config_0
Africa,Hassi Messaoud,2007,22,7.8,2.3,0,0,5.9,1.4,1,0,25,0,0,6.2,Config_0
Africa,Hassi Messaoud,2008,22,9.1,3.3,0,0,6.5,1.3,0.9,0,28,0,0,6.4,Config_0
Africa,Hassi Messaoud,2009,22,8.900894,2.900292,0,0,6.100613,1.200121,0.9000905,0,26.17263,0,0,5.900593,Config_0
Africa,Hassi Messaoud,2010,22,7.901278,3.100502,0,0,5.600907,1.500243,0.9001455,0,22.75368,0,0,3.40055,Config_0
Africa,Hassi Messaoud,2011,22,7.3,2.7,0,0,5.3,1.2,0.8,0,21,0,0,3.4,Config_0
Africa,Hassi Messaoud,2012,22,7.9,3,0,0,6.1,0.9,0.8,0,22,0,0,3.1,Config_0
Africa,Hassi Messaoud,2013,22,7.7,3,0,0,6.1,1,0.8,0,22,0,0,3.2,Config_0
Africa,Hassi Messaoud,2014,22,7.6,3.1,0,0,6,1,0.9,0,22,0,0,3,Config_0
Africa,Hassi Messaoud,2015,22,7.7,2.8,0,0,6.2,1,0.9,0,22,0,0,3.2,Config_0
Africa,Hassi Messaoud,2016,22,7.7,2.6,0,0,6.4,1,0.9,0,22,0,0,2.8,Config_0
Africa,Hassi Messaoud,2017,23,7.923585,2.6,0,0,5.803156,1.221345,0.9,0,22,0,0,2.8,Config_0
Africa,Hassi Messaoud,2018,26,8.149163,2.827,0,0,5.791306,1.214896,0.9025437,0,22,0,0,2.465793,Config_0
Africa,Hassi Messaoud,2019,26,8.108611,2.817246,0,0,5.700768,1.214657,0.8974007,0,22,0,0,2.557189,Config_0
Africa,Hassi Messaoud,2020,26,,,0,0,,,,0,18,0,0,,Config_0
Africa,Hassi Messaoud (2),2005,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Africa,Hassi Messaoud (2),2006,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Africa,Hassi Messaoud (2),2007,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Africa,Hassi Messaoud (2),2008,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Africa,Hassi Messaoud (2),2009,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Africa,Hassi Messaoud (2),2010,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Africa,Hassi Messaoud (2),2011,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Africa,Hassi Messaoud (2),2012,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Africa,Hassi Messaoud (2),2013,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Africa,Hassi Messaoud (2),2014,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
